Nominal Composition,Product  Form,Spec. No.,"UNS
No.",100,150,200,250,300,400,500,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,,,
29Ni–20Cr–3Cu–2Mo,Castings,SA-351-CN7M,J95150,16700.00,#VALUE!,14400.00,#VALUE!,12900.00,11800.00,10800.00,10000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–4Ni–6Mn,Plate,SA-240-201LN,S20153,27100.00,#VALUE!,23700.00,#VALUE!,21200.00,20100.00,20000.00,19600.00,19600.00,19400.00,19200.00,18800.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–4Ni–6Mn,Plate,SA-240-201LN,S20153,27100.00,#VALUE!,23700.00,#VALUE!,21200.00,20100.00,19700.00,19200.00,18600.00,18000.00,17400.00,16700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–9Mn–2Ni–N,Plate,SA-240-204,S20400,27100.00,#VALUE!,23600.00,#VALUE!,20600.00,18900.00,18100.00,17900.00,17900.00,17900.00,17800.00,17700.00,17400.00,16900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–9Mn–2Ni–N,Plate,SA-240-204,S20400,27100.00,#VALUE!,23600.00,#VALUE!,20300.00,17900.00,16500.00,15800.00,15600.00,15500.00,15300.00,15100.00,14800.00,14300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-182-F316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-182-F316L,S31603,16700.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,10900.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-965-F316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-965-F316L,S31603,16700.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,10900.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-182-F316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-182-F316L,S31603,16700.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,10900.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  tube,SA-213-TP316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  tube,SA-213-TP316L,S31603,16700.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,10900.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Plate,SA-240-316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Plate,SA-240-316L,S31603,16700.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,10900.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  tube,SA-249-TP316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  tube,SA-249-TP316L,S31603,14200.00,#VALUE!,14200.00,#VALUE!,14200.00,13400.00,12500.00,11900.00,11700.00,11400.00,11200.00,11000.00,10800.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  tube,SA-249-TP316L,S31603,14200.00,#VALUE!,12100.00,#VALUE!,10800.00,9900.00,9300.00,8800.00,8700.00,8500.00,8300.00,8100.00,8000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  &  wld.  pipe,SA-312-TP316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  pipe,SA-312-TP316L,S31603,16700.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,10900.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  pipe,SA-312-TP316L,S31603,14200.00,#VALUE!,14200.00,#VALUE!,14200.00,13400.00,12500.00,11900.00,11700.00,11400.00,11200.00,11000.00,10800.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  pipe,SA-312-TP316L,S31603,14200.00,#VALUE!,12100.00,#VALUE!,10800.00,9900.00,9300.00,8800.00,8700.00,8500.00,8300.00,8100.00,8000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  pipe,SA-358-316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  &  wld.  fittings,SA-403-316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  pipe,SA-409-TP316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Bar,SA-479-316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Bar,SA-479-316L,S31603,16700.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,10900.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  tube,SA-688-TP316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  tube,SA-688-TP316L,S31603,14200.00,#VALUE!,14200.00,#VALUE!,14200.00,13400.00,12500.00,11900.00,11700.00,11400.00,11200.00,11000.00,10800.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  tube,SA-688-TP316L,S31603,14200.00,#VALUE!,12100.00,#VALUE!,10800.00,9900.00,9300.00,8800.00,8700.00,8500.00,8300.00,8100.00,8000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  pipe,SA-813-TP316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  pipe,SA-814-TP316L,S31603,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Bar,SA/JISG4303-SUS316L,,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Castings,SA-351-CF3M,J92800,20000.00,#VALUE!,20000.00,#VALUE!,19400.00,19200.00,17900.00,17000.00,16600.00,16300.00,16000.00,15800.00,15700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Castings,SA-351-CF3M,J92800,20000.00,#VALUE!,17200.00,#VALUE!,15500.00,14200.00,13300.00,12600.00,12300.00,12100.00,11900.00,11700.00,11600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Cast  pipe,SA-451-CPF3M,J92800,20000.00,#VALUE!,20000.00,#VALUE!,19400.00,19200.00,17900.00,17000.00,16600.00,16300.00,16100.00,15800.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Castings,SA-351-CF8M,J92900,20000.00,#VALUE!,20000.00,#VALUE!,19400.00,19200.00,17900.00,17000.00,16600.00,16300.00,16000.00,15800.00,15700.00,15500.00,15400.00,14900.00,11500.00,8900.00,6900.00,5400.00,4300.00,3400.00,2800.00,2300.00,1900.00,1600.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Castings,SA-351-CF8M,J92900,20000.00,#VALUE!,17200.00,#VALUE!,15500.00,14200.00,13300.00,12600.00,12300.00,12100.00,11900.00,11700.00,11600.00,11500.00,11400.00,11300.00,11200.00,8900.00,6900.00,5400.00,4300.00,3400.00,2800.00,2300.00,1900.00,1600.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Cast  pipe,SA-451-CPF8M,J92900,20000.00,#VALUE!,20000.00,#VALUE!,19400.00,19200.00,17900.00,17000.00,16600.00,16300.00,16000.00,15800.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-182-F316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,19400.00,19200.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-182-F316,S31600,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-965-F316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,19400.00,19200.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-965-F316,S31600,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-182-F316H,S31609,20000.00,#VALUE!,20000.00,#VALUE!,19400.00,19200.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-182-F316H,S31609,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-965-F316H,S31609,20000.00,#VALUE!,20000.00,#VALUE!,19400.00,19200.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-965-F316H,S31609,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-182-F316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Forgings,SA-182-F316,S31600,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  tube,SA-213-TP316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  tube,SA-213-TP316,S31600,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Plate,SA-240-316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Plate,SA-240-316,S31600,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  tube,SA-249-TP316,S31600,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  tube,SA-249-TP316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  tube,SA-249-TP316,S31600,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,16400.00,15300.00,14500.00,14100.00,13900.00,13700.00,13500.00,13400.00,13200.00,13100.00,13000.00,12900.00,10500.00,8300.00,6300.00,4700.00,3500.00,2600.00,1900.00,1400.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  tube,SA-249-TP316,S31600,0.00,0.00,17000.00,0.00,#VALUE!,14700.00,#VALUE!,13200.00,12100.00,11300.00,10700.00,10500.00,10300.00,10100.00,9900.00,9800.00,44000.00,9700.00,9600.00,9500.00,9400.00,8300.00,6300.00,4700.00,3500.00,2600.00,1900.00,1400.00,1100.00,…,…,…
16Cr–12Ni–2Mo,Smls.  &  wld.  pipe,SA-312-TP316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  &  wld.  pipe,SA-312-TP316,S31600,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  pipe,SA-312-TP316,S31600,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,16400.00,15300.00,14500.00,14100.00,13900.00,13700.00,13500.00,13400.00,13200.00,13100.00,13000.00,12900.00,10500.00,8300.00,6300.00,4700.00,3500.00,2600.00,1900.00,1400.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  pipe,SA-312-TP316,S31600,17000.00,#VALUE!,14700.00,#VALUE!,13200.00,12100.00,11300.00,10700.00,10500.00,10300.00,10100.00,10000.00,9900.00,9800.00,9700.00,9600.00,9500.00,9400.00,8300.00,6300.00,4700.00,3500.00,2600.00,1900.00,1400.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  pipe,SA-358-316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  pipe,SA-376-TP316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  pipe,SA-376-TP316,S31600,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Smls.  &  wld.  fittings,SA-403-316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
16Cr–12Ni–2Mo,Wld.  pipe,SA-409-TP316,S31600,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
